,date,time,distance(m),speed(mm/s),heart_rate(bpm),position_lat,position_long
605,2018-12-10,09:06:41,4527.26,711,84,33.64955361932516,73.02796706557274
606,2018-12-10,09:06:42,4527.26,707,90,33.649556301534176,73.02796262316406
607,2018-12-10,09:06:43,4527.26,706,95,33.649559235200286,73.02795625291765
608,2018-12-10,09:06:44,4527.26,707,98,33.64955252967775,73.02795600146055
609,2018-12-10,09:06:46,4527.26,710,103,33.64954272285104,73.02794468589127
610,2018-12-10,09:06:47,4527.55,701,108,33.649540627375245,73.02794652990997
611,2018-12-10,09:06:48,4528.56,708,108,33.64953115582466,73.02794728428125
612,2018-12-10,09:06:56,4532.53,687,105,33.64949603565037,73.02795440889895
613,2018-12-10,09:07:09,4535.05,600,102,33.64947751164436,73.02793580107391
614,2018-12-10,09:08:28,4542.35,654,77,33.64969250746071,73.02774729207158
615,2018-12-10,09:09:20,4552.84,899,77,33.64954247139394,73.02798751741648
616,2018-12-10,09:09:21,4553.62,952,77,33.64951363764703,73.02797217853367
617,2018-12-10,09:09:31,4559.0,992,80,33.649486815556884,73.02792532369494
618,2018-12-10,09:09:33,4561.12,1000,84,33.649500561878085,73.02790529094636
619,2018-12-10,09:09:35,4561.12,987,81,33.649491257965565,73.02791467867792
620,2018-12-10,09:09:37,4566.17,1057,84,33.64947826601565,73.02786195650697
621,2018-12-10,09:09:38,4571.14,1140,88,33.64946938119829,73.02780713886023
622,2018-12-10,09:09:39,4578.03,1257,88,33.649449683725834,73.02773513831198
623,2018-12-10,09:09:40,4584.26,1358,93,33.64942956715822,73.02767151966691
624,2018-12-10,09:09:41,4589.98,1447,93,33.64941037259996,73.02761351689696
625,2018-12-10,09:09:51,4597.31,1621,92,33.649456640705466,73.0276514030993
626,2018-12-10,09:09:53,4599.44,1612,88,33.64947784692049,73.02763707004488
627,2018-12-10,09:09:57,4605.75,1672,86,33.64955412223935,73.0276516545564
628,2018-12-10,09:09:59,4608.72,1665,83,33.649578681215644,73.0276395007968
629,2018-12-10,09:10:05,4617.91,1661,86,33.6496639251709,73.02763991989195
630,2018-12-10,09:10:06,4619.7,1665,91,33.64968060515821,73.02764193154871
631,2018-12-10,09:10:08,4621.71,1639,95,33.64969879388809,73.02764042280614
632,2018-12-10,09:10:11,4622.69,1598,91,33.6497001349926,73.02766003645957
633,2018-12-10,09:10:36,4643.99,1583,91,33.64963467232883,73.02802096121013
634,2018-12-10,09:10:44,4653.52,1717,94,33.64965043030679,73.02811961621046
635,2018-12-10,09:10:53,4654.52,595,91,33.64961598068476,73.02811274304986
636,2018-12-10,09:11:09,4661.33,604,88,33.649552781134844,73.02813084796071
637,2018-12-10,09:11:31,4669.99,576,94,33.64949829876423,73.02815859206021
638,2018-12-10,09:11:41,4671.59,529,91,33.64949494600296,73.02814417518675
639,2018-12-10,09:11:54,4678.96,560,88,33.649543980136514,73.0280747730285
640,2018-12-10,09:12:38,4696.86,632,85,33.64964699372649,73.02802632562816
641,2018-12-10,09:12:45,4696.86,631,82,33.649614891037345,73.02801324985921
642,2018-12-10,09:12:56,4702.1,641,79,33.64959368482232,73.02804191596806
643,2018-12-10,09:13:11,4722.21,871,78,33.64965277723968,73.0278496351093
644,2018-12-10,09:13:14,4722.21,2360,82,33.649627044796944,73.02793135866523
645,2018-12-10,09:13:16,4723.59,2297,87,33.64963794127107,73.02794074639678
646,2018-12-10,09:13:17,4724.53,2270,87,33.64964431151748,73.02794812247157
647,2018-12-10,09:13:19,4727.42,2239,90,33.649662751704454,73.02797083742917
648,2018-12-10,09:13:31,4747.64,1054,93,33.649649089202285,73.02821081131697
649,2018-12-10,09:13:32,4748.35,1047,96,33.6496501788497,73.02821843884885
650,2018-12-10,09:13:33,4749.21,1045,99,33.649650095030665,73.0282283294946
651,2018-12-10,09:13:34,4749.46,1030,99,33.64965219050646,73.0282301735133
652,2018-12-10,09:13:36,4751.41,1028,104,33.64966400898993,73.02824601531029
653,2018-12-10,09:13:39,4756.13,1064,101,33.64970549941063,73.02826168946922
654,2018-12-10,09:13:42,4762.79,1135,98,33.64976677112281,73.02826018072665
655,2018-12-10,09:13:43,4763.4,1125,102,33.649772219359875,73.02825934253633
656,2018-12-10,09:13:46,4764.06,1085,105,33.64977540448308,73.02824995480478
657,2018-12-10,09:13:47,4764.06,1076,108,33.649770291522145,73.02825330756605
658,2018-12-10,09:13:54,4765.29,1065,108,33.64973089657724,73.02823620848358
659,2018-12-10,09:14:15,4768.31,871,105,33.64968211390078,73.02825808525085
660,2018-12-10,09:14:19,4769.51,830,102,33.64968923851848,73.02825045771897
661,2018-12-10,09:14:27,4773.94,929,89,33.6497432179749,73.02818558178842
662,2018-12-10,09:14:28,4775.36,949,89,33.64975336007774,73.02817342802882
663,2018-12-10,09:14:31,4777.5,945,89,33.649766352027655,73.02814844995737
664,2018-12-10,09:14:37,4781.45,909,93,33.64979594014585,73.02812003530562
665,2018-12-10,09:14:38,4782.02,901,96,33.64979996345937,73.02811500616372
666,2018-12-10,09:14:39,4783.34,1260,98,33.649811362847686,73.02811961621046
667,2018-12-10,09:14:42,4786.83,990,102,33.649831311777234,73.02814962342381
668,2018-12-10,09:14:45,4790.26,564,105,33.64984447136521,73.02818407304585
669,2018-12-10,09:14:49,4798.66,750,108,33.64988126792014,73.02825942635536
670,2018-12-10,09:14:51,4802.54,830,114,33.64988428540528,73.0283044371754
671,2018-12-10,09:14:53,4805.8,894,118,33.649869449436665,73.02834207192063
672,2018-12-10,09:14:54,4806.67,895,120,33.64986433647573,73.02835003472865
673,2018-12-10,09:14:56,4806.67,866,124,33.649857128039,73.02835003472865
674,2018-12-10,09:14:57,4806.67,847,120,33.649857295677066,73.02834777161479
675,2018-12-10,09:14:59,4807.27,823,115,33.64986299537122,73.02834114991128
676,2018-12-10,09:15:03,4808.18,761,111,33.64986089989543,73.02834257483482
677,2018-12-10,09:15:04,4808.58,751,115,33.64986140280962,73.02834718488157
678,2018-12-10,09:15:06,4809.9,747,118,33.6498640011996,73.02836143411696
679,2018-12-10,09:15:07,4810.78,750,114,33.64986819215119,73.02836939692497
680,2018-12-10,09:15:09,4813.11,775,118,33.64987766370177,73.02839202806354
681,2018-12-10,09:15:12,4820.98,958,114,33.649948071688414,73.02842463366687
682,2018-12-10,09:15:15,4826.45,1051,117,33.6500022187829,73.02842170000076
683,2018-12-10,09:15:16,4828.48,1081,117,33.65001638419926,73.0284075345844
684,2018-12-10,09:15:18,4831.93,1169,120,33.649999452754855,73.02845564670861
685,2018-12-10,09:15:22,4836.37,1169,115,33.65003398619592,73.02845288068056
686,2018-12-10,09:15:24,4839.28,1186,112,33.65005728788674,73.02843829616904
687,2018-12-10,09:15:25,4840.51,1188,111,33.65006768144667,73.02843351848423
688,2018-12-10,09:15:31,4844.93,564,115,33.65010774694383,73.0284299980849
689,2018-12-10,09:15:32,4845.76,570,118,33.65011512301862,73.02842899225652
690,2018-12-10,09:15:35,4847.74,578,121,33.65012660622597,73.02844349294901
691,2018-12-10,09:15:49,4853.56,587,118,33.650110429152846,73.02847752347589
692,2018-12-10,09:15:52,4854.73,1083,118,33.65011973306537,73.02846847102046
693,2018-12-10,09:16:05,4858.74,342,115,33.6501026339829,73.02850048989058
694,2018-12-10,09:16:20,4879.29,697,114,33.64992896094918,73.02853259257972
695,2018-12-10,09:16:34,4893.38,967,115,33.64989417605102,73.02833519876003
696,2018-12-10,09:16:41,4897.99,933,117,33.64986190572381,73.02829907275736
697,2018-12-10,09:16:46,4904.11,1053,117,33.649803064763546,73.02824065089226
698,2018-12-10,09:16:56,4924.87,1328,115,33.649709690362215,73.02804962731898
699,2018-12-10,09:16:57,4925.52,1308,116,33.649709690362215,73.02804258652031
700,2018-12-10,09:17:03,4929.83,1211,116,33.649692591279745,73.02800084464252
701,2018-12-10,09:17:32,4949.91,379,114,33.649580189958215,73.02801526151597
702,2018-12-10,09:17:46,4970.06,731,115,33.649588571861386,73.02797662094235
703,2018-12-10,09:18:11,4984.01,749,108,33.649596786126494,73.02783253602684
704,2018-12-10,09:18:12,4985.02,754,108,33.64958873949945,73.02783756516874
705,2018-12-10,09:18:16,4987.57,759,117,33.649565102532506,73.02784955129027
706,2018-12-10,09:18:17,4988.47,766,116,33.649556217715144,73.0278549157083
707,2018-12-10,09:18:25,4991.04,778,113,33.64956124685705,73.02782231010497
708,2018-12-10,09:18:31,4992.73,750,110,33.6495412979275,73.0278358887881
709,2018-12-10,09:19:05,5017.94,811,87,33.649433590471745,73.02799514494836
710,2018-12-10,09:19:06,5018.2,803,88,33.649434596300125,73.02799120545387
711,2018-12-10,09:19:10,5020.0,790,85,33.64944591186941,73.02799941971898
712,2018-12-10,09:19:24,5024.95,747,82,33.649455131962895,73.0280330311507
713,2018-12-10,09:19:35,5033.71,781,85,33.64951204508543,73.02797812968493
714,2018-12-10,09:20:20,5060.0,953,84,33.64954230375588,73.02821022458375
715,2018-12-10,09:20:25,5080.63,1281,83,33.64942219108343,73.02839605137706
716,2018-12-10,09:20:31,5080.63,1340,81,33.649424370378256,73.02828180603683
717,2018-12-10,09:20:35,5084.62,1352,77,33.64945747889578,73.02823159843683
718,2018-12-10,09:20:46,5104.1,1453,76,33.649550937116146,73.0280536506325
719,2018-12-10,09:21:02,5126.6,1475,77,33.6496189981699,73.02782750688493
720,2018-12-10,09:22:44,5234.98,1773,76,33.64932596683502,73.02827610634267
721,2018-12-10,09:22:56,5256.58,1962,75,33.649251786991954,73.02838481962681
722,2018-12-10,09:24:34,5314.15,1554,74,33.64952880889177,73.02786153741181
723,2018-12-10,09:24:42,5319.25,1440,82,33.64951338618994,73.02792398259044
724,2018-12-10,09:24:43,5319.46,1417,82,33.64951397292316,73.02792666479945
725,2018-12-10,09:24:44,5319.94,1399,84,33.649515649303794,73.02793194539845
726,2018-12-10,09:24:45,5320.33,1379,89,33.649516655132174,73.027936052531
727,2018-12-10,09:24:46,5320.33,1358,89,33.64951799623668,73.02793269976974
728,2018-12-10,09:24:47,5320.49,1334,89,33.649516655132174,73.02793345414102
729,2018-12-10,09:24:50,5320.68,1280,92,33.64952369593084,73.02792557515204
730,2018-12-10,09:24:54,5320.69,1202,91,33.649526881054044,73.02791493013501
731,2018-12-10,09:24:56,5320.69,1172,90,33.64952763542533,73.02790646441281
732,2018-12-10,09:25:03,5321.83,1056,89,33.6495394539088,73.02789187990129
733,2018-12-10,09:25:08,5322.77,977,86,33.64954875782132,73.02789171226323
734,2018-12-10,09:25:11,5324.01,947,89,33.649558732286096,73.02788333036005
735,2018-12-10,09:25:13,5324.45,926,92,33.649563761428,73.02788525819778
736,2018-12-10,09:25:39,5339.94,811,89,33.64960189908743,73.02798106335104
737,2018-12-10,09:26:01,5341.23,996,85,33.649547500535846,73.02775802090764
738,2018-12-10,09:26:16,5351.96,1177,83,33.64959410391748,73.02784100174904
739,2018-12-10,09:26:36,5374.37,794,82,33.64959544502199,73.02776413969696
740,2018-12-10,09:27:30,5397.81,806,79,33.64961908198893,73.02782549522817
741,2018-12-10,09:27:36,5408.58,922,75,33.64955370314419,73.02790906280279
742,2018-12-10,09:27:53,5414.57,829,78,33.649505423381925,73.02792088128626
743,2018-12-10,09:27:58,5415.1,847,81,33.649528892710805,73.02788869477808
744,2018-12-10,09:28:21,5438.52,1061,82,33.64959594793618,73.02809497341514
745,2018-12-10,09:31:34,5536.09,1722,80,33.64981831982732,73.02781962789595
746,2018-12-10,09:33:06,5610.32,1310,81,33.649505507200956,73.0280277505517
747,2018-12-10,09:33:09,5610.72,1247,78,33.64950123243034,73.0280261579901
748,2018-12-10,09:33:12,5611.14,1190,77,33.64950089715421,73.02802716381848
749,2018-12-10,09:33:18,5616.19,1181,75,33.64950366318226,73.02807401865721
750,2018-12-10,09:33:20,5618.89,1188,78,33.649496706202626,73.02810234948993
751,2018-12-10,09:33:22,5619.67,1157,85,33.64949603565037,73.02811081521213
752,2018-12-10,09:33:24,5622.25,1162,88,33.649495113641024,73.02813855931163
753,2018-12-10,09:33:25,5622.56,1146,91,33.64949528127909,73.02814199589193
754,2018-12-10,09:33:27,5624.95,1148,94,33.64949167706072,73.02816739305854
755,2018-12-10,09:33:28,5625.93,1147,98,33.649486899375916,73.02817719988525
756,2018-12-10,09:33:30,5625.93,1223,102,33.649483965709805,73.02811056375504
757,2018-12-10,09:33:31,5625.93,1212,105,33.64948430098593,73.02810327149928
758,2018-12-10,09:33:32,5626.71,1204,105,33.649486396461725,73.02811156958342
759,2018-12-10,09:33:34,5627.02,1177,109,33.64948916248977,73.0281075462699
760,2018-12-10,09:33:37,5628.21,1140,105,33.64948220551014,73.02812028676271
761,2018-12-10,09:33:40,5631.45,1146,108,33.649468375369906,73.02815498784184
762,2018-12-10,09:33:42,5631.67,1129,103,33.649480948224664,73.02815163508058
763,2018-12-10,09:33:43,5632.07,1126,103,33.64948916248977,73.02814761176705
764,2018-12-10,09:33:46,5633.66,1113,108,33.64950676448643,73.02814207971096
765,2018-12-10,09:33:47,5634.78,1123,108,33.6495169904083,73.0281297583133
766,2018-12-10,09:33:48,5635.81,1140,113,33.64952285774052,73.02810930646956
767,2018-12-10,09:33:49,5641.15,1245,117,33.649543058127165,73.02804510109127
768,2018-12-10,09:33:50,5645.61,1323,121,33.64955957047641,73.02799321711063
769,2018-12-10,09:33:51,5649.64,1377,126,33.64957105368376,73.027951894328
770,2018-12-10,09:33:52,5652.54,1408,125,33.649578681215644,73.02792163565755
771,2018-12-10,09:33:53,5655.76,1444,120,33.64959276281297,73.02789129316807
772,2018-12-10,09:33:55,5662.92,1532,115,33.64962838590145,73.02782474085689
773,2018-12-10,09:33:56,5667.28,1592,112,33.6496517714113,73.02778517827392
774,2018-12-10,09:33:59,5667.28,1611,109,33.64961824379861,73.027827674523
775,2018-12-10,09:34:01,5668.36,1690,109,33.649578681215644,73.02788936533034
776,2018-12-10,09:34:04,5674.46,1750,112,33.64953828044236,73.02796203643084
777,2018-12-10,09:34:07,5684.8,1857,113,33.64948363043368,73.02805616520345
778,2018-12-10,09:34:12,5709.25,2158,113,33.649354968219995,73.02827468141913
779,2018-12-10,09:34:18,5717.96,6452,113,33.649330073967576,73.02823193371296
780,2018-12-10,09:34:30,5739.52,1779,111,33.64950517192483,73.02790403366089
781,2018-12-10,09:34:32,5745.67,1833,110,33.64952327683568,73.02784007973969
782,2018-12-10,09:34:36,5751.68,1822,107,33.6495497636497,73.02778450772166
783,2018-12-10,09:34:39,5751.79,1776,105,33.649554373696446,73.0278115812689
784,2018-12-10,09:34:44,5758.52,1757,102,33.64957767538726,73.02787100896239
785,2018-12-10,09:34:47,5760.15,1687,100,33.64958320744336,73.02788752131164
786,2018-12-10,09:34:48,5760.46,1660,100,33.649585135281086,73.02789070643485
787,2018-12-10,09:34:53,5763.46,1587,97,33.6496118735522,73.02786053158343
788,2018-12-10,09:34:55,5764.7,1556,96,33.64961815997958,73.02784510888159
789,2018-12-10,09:34:56,5765.58,1544,93,33.64961966872215,73.02783521823585
790,2018-12-10,09:35:03,5773.04,1486,90,33.64966836757958,73.02778216078877
791,2018-12-10,09:35:05,5778.38,1535,89,33.64970424212515,73.0277428496629
792,2018-12-10,09:35:09,5786.04,1564,87,33.64975051023066,73.027682332322
793,2018-12-10,09:35:31,5803.86,1376,82,33.649734081700444,73.02764595486224
794,2018-12-10,09:35:32,5803.86,1443,83,33.649705247953534,73.02768375724554
795,2018-12-10,09:35:34,5803.86,1430,84,33.64969368092716,73.02770337089896
796,2018-12-10,09:35:42,5807.25,1323,82,33.64970114082098,73.02775307558477
797,2018-12-10,09:35:46,5810.44,1294,82,33.64969443529844,73.02778014913201
798,2018-12-10,09:35:49,5812.47,1256,85,33.649714048951864,73.0277758743614
799,2018-12-10,09:35:52,5813.47,237,92,33.64972301758826,73.02777637727559
800,2018-12-10,09:35:55,5815.13,290,95,33.649713126942515,73.02780831232667
801,2018-12-10,09:35:59,5818.86,389,100,33.64967188797891,73.02785424515605
802,2018-12-10,09:36:00,5819.14,387,105,33.64967314526439,73.02785709500313
803,2018-12-10,09:36:01,5819.46,386,109,33.64967331290245,73.02786061540246
804,2018-12-10,09:36:02,5819.88,389,112,33.64966928958893,73.02786329761147
805,2018-12-10,09:36:03,5819.96,386,112,33.64966694265604,73.02786296233535
806,2018-12-10,09:36:05,5820.18,387,108,33.64966434426606,73.02785717882216
807,2018-12-10,09:36:07,5820.18,494,104,33.64967616274953,73.02779230289161
808,2018-12-10,09:36:13,5824.55,552,109,33.64964690990746,73.02780034951866
809,2018-12-10,09:36:14,5824.66,550,109,33.649649089202285,73.02779641002417
810,2018-12-10,09:36:17,5825.05,527,104,33.64964682608843,73.02779456600547
811,2018-12-10,09:36:23,5828.82,619,101,33.64961572922766,73.02783597260714
812,2018-12-10,09:36:32,5834.55,657,105,33.64958873949945,73.02786757238209
813,2018-12-10,09:36:35,5834.88,703,109,33.64961170591414,73.02784041501582
814,2018-12-10,09:36:41,5852.97,1284,106,33.64963668398559,73.02779565565288
815,2018-12-10,09:36:48,5863.62,1372,106,33.6495431419462,73.02789330482483
816,2018-12-10,09:36:54,5865.67,1279,105,33.649531323462725,73.02790218964219
817,2018-12-10,09:37:14,5881.59,1188,102,33.64967574365437,73.0278945621103
818,2018-12-10,09:37:16,5882.74,1164,102,33.64968538284302,73.02788944914937
819,2018-12-10,09:37:24,5885.01,1096,99,33.64967800676823,73.02790822461247
820,2018-12-10,09:37:27,5886.35,1060,98,33.64968689158559,73.02791710942984
821,2018-12-10,09:37:35,5891.55,1038,95,33.64966954104602,73.02796438336372
822,2018-12-10,09:37:48,5916.66,1323,92,33.6498211696744,73.02775466814637
823,2018-12-10,09:37:58,5923.71,1427,89,33.64979694597423,73.02767529152334
824,2018-12-10,09:38:04,5928.96,1401,88,33.64981697872281,73.02767939865589
825,2018-12-10,09:38:10,5936.91,1444,85,33.64981211721897,73.02775609306991
826,2018-12-10,09:44:53,5973.85,846,72,33.64952486939728,73.0278081446886
827,2018-12-10,09:45:05,5982.44,829,75,33.64947382360697,73.02788073197007
828,2018-12-10,09:45:10,5988.21,865,80,33.649439038708806,73.02792876027524
829,2018-12-10,09:45:44,6004.95,834,90,33.64944842644036,73.02788140252233
830,2018-12-10,09:45:45,6006.98,858,90,33.649458484724164,73.02786287851632
831,2018-12-10,09:46:00,6028.24,1027,89,33.64945345558226,73.02804660983384
832,2018-12-10,09:46:07,6029.03,939,88,33.64945882000029,73.02803956903517
833,2018-12-10,09:46:12,6033.82,959,88,33.649495197460055,73.02801157347858
834,2018-12-10,09:46:13,6033.88,941,90,33.649495700374246,73.02801224403083
835,2018-12-10,09:46:22,6038.02,885,87,33.64951984025538,73.02798843942583
836,2018-12-10,09:46:26,6039.13,839,84,33.64951975643635,73.02799698896706
837,2018-12-10,09:46:31,6043.01,844,81,33.64955303259194,73.02800143137574
838,2018-12-10,09:46:41,6066.44,1151,79,33.649459071457386,73.02821634337306
839,2018-12-10,09:46:56,6075.55,1254,76,33.649337785318494,73.02816370502114
840,2018-12-10,09:47:24,6103.89,1288,69,33.649457562714815,73.02795088849962
841,2018-12-10,09:47:32,6104.32,1235,70,33.649499053135514,73.0279053747654
842,2018-12-10,09:47:34,6104.78,1253,72,33.64952235482633,73.02788232453167
843,2018-12-10,09:47:39,6105.92,1196,70,33.64954590797424,73.02786815911531
844,2018-12-10,09:47:41,6105.94,1155,70,33.649543980136514,73.02786606363952
845,2018-12-10,09:48:37,6125.57,937,76,33.64964313805103,73.02785089239478
846,2018-12-10,09:48:40,6127.22,996,81,33.64959754049778,73.02788031287491
847,2018-12-10,09:48:41,6127.45,986,84,33.649594355374575,73.02788408473134
848,2018-12-10,09:48:42,6128.1,992,87,33.64958773367107,73.02789498120546
849,2018-12-10,09:48:43,6129.12,998,92,33.649578765034676,73.02790369838476
850,2018-12-10,09:48:45,6131.41,1011,94,33.64955957047641,73.02791350521147
851,2018-12-10,09:48:47,6131.54,998,98,33.64956434816122,73.02789749577641
852,2018-12-10,09:48:51,6133.15,1062,99,33.64960533566773,73.02790369838476
853,2018-12-10,09:48:55,6135.61,1071,95,33.649628134444356,73.02789623849094
854,2018-12-10,09:48:57,6135.74,1033,99,33.64962872117758,73.02789791487157
855,2018-12-10,09:49:00,6137.82,1022,102,33.64961992017925,73.02791970781982
856,2018-12-10,09:49:02,6138.13,990,106,33.64962151274085,73.02792356349528
857,2018-12-10,09:49:07,6141.87,968,111,33.6496052518487,73.02795826457441
858,2018-12-10,09:49:08,6141.87,977,111,33.64960089325905,73.02794393151999
859,2018-12-10,09:49:09,6142.67,982,108,33.64959225989878,73.02793580107391
860,2018-12-10,09:49:10,6143.22,979,111,33.64958580583334,73.02793093957007
861,2018-12-10,09:49:13,6148.7,1033,114,33.64953693933785,73.02794585935771
862,2018-12-10,09:49:14,6150.39,1047,117,33.649522606283426,73.0279532354325
863,2018-12-10,09:49:16,6154.04,1082,121,33.649489749222994,73.02796580828726
864,2018-12-10,09:49:21,6154.3,1168,118,33.64955856464803,73.02791560068727
865,2018-12-10,09:49:22,6154.3,1166,114,33.649567030370235,73.02791073918343
866,2018-12-10,09:49:23,6155.0,1157,111,33.64956141449511,73.02791425958276
867,2018-12-10,09:49:24,6155.22,1140,111,33.64956292323768,73.0279172770679
868,2018-12-10,09:49:26,6155.41,1174,110,33.64959569647908,73.02790495567024
869,2018-12-10,09:49:27,6155.88,1215,110,33.64962310530245,73.02789330482483
870,2018-12-10,09:49:39,6171.38,1378,108,33.64975889213383,73.02783739753067
871,2018-12-10,09:49:40,6171.38,1402,107,33.64974229596555,73.0278565082699
872,2018-12-10,09:49:43,6172.41,1384,103,33.64972704090178,73.02788676694036
873,2018-12-10,09:49:44,6172.41,1360,99,33.649725280702114,73.02788718603551
874,2018-12-10,09:49:45,6172.41,1339,102,33.649722933769226,73.02788835950196
875,2018-12-10,09:49:52,6184.84,2154,101,33.64960634149611,73.02795080468059
876,2018-12-10,09:50:05,6207.38,1158,101,33.649444403126836,73.02807250991464
877,2018-12-10,09:50:25,6230.84,912,100,33.64948664791882,73.02806345745921
878,2018-12-10,09:50:29,6236.85,1603,98,33.64952185191214,73.0280121602118
879,2018-12-10,09:50:36,6239.57,754,102,33.64953048527241,73.02796790376306
880,2018-12-10,09:50:38,6241.56,1055,104,33.64955219440162,73.02795474417508
881,2018-12-10,09:50:53,6246.31,299,101,33.649556720629334,73.02795197814703
882,2018-12-10,09:50:57,6250.48,402,105,33.649511374533176,73.0279635451734
883,2018-12-10,09:50:59,6251.26,411,110,33.64950232207775,73.02796170115471
884,2018-12-10,09:51:01,6251.26,592,114,33.64957893267274,73.02790654823184
885,2018-12-10,09:51:06,6254.31,603,117,33.64955361932516,73.02790663205087
886,2018-12-10,09:51:09,6255.12,591,114,33.649544063955545,73.02790596149862
887,2018-12-10,09:51:12,6255.28,569,111,33.649550937116146,73.0279048718512
888,2018-12-10,09:51:15,6256.41,565,108,33.64954490214586,73.02791082300246
889,2018-12-10,09:51:26,6274.27,901,110,33.64963517524302,73.02789892069995
890,2018-12-10,09:51:36,6289.42,1066,109,33.649556301534176,73.02799916826189
891,2018-12-10,09:51:46,6303.15,1179,106,33.6496118735522,73.0279468651861
892,2018-12-10,09:52:07,6314.38,1161,107,33.649672977626324,73.02779431454837
893,2018-12-10,09:52:08,6319.24,1236,107,33.649636851623654,73.02782407030463
894,2018-12-10,09:52:16,6339.83,1455,110,33.649494694545865,73.02795206196606
895,2018-12-10,09:52:25,6349.62,1398,107,33.64942512474954,73.02801459096372
896,2018-12-10,09:52:30,6350.9,1345,106,33.64942562766373,73.0280000064522
897,2018-12-10,09:52:35,6353.4,1292,104,33.64941054023802,73.0279812309891
898,2018-12-10,09:52:44,6356.64,1161,102,33.6493962071836,73.02800059318542
899,2018-12-10,09:52:48,6356.64,1124,100,33.64941665902734,73.02798567339778
900,2018-12-10,09:52:50,6356.64,1102,99,33.649424789473414,73.02797854878008
901,2018-12-10,09:52:56,6356.98,1080,96,33.64946317858994,73.02795482799411
902,2018-12-10,09:53:03,6359.87,1029,94,33.64950089715421,73.02792859263718
903,2018-12-10,09:53:05,6360.05,998,93,33.649500561878085,73.02792951464653
904,2018-12-10,09:53:12,6367.59,1025,90,33.64947189576924,73.02797502838075
905,2018-12-10,09:53:19,6369.91,980,89,33.64950223825872,73.02796924486756
906,2018-12-10,09:53:28,6375.7,947,91,33.64953660406172,73.02792876027524
907,2018-12-10,09:53:33,6379.29,964,91,33.649557726457715,73.02792029455304
908,2018-12-10,09:53:36,6379.53,927,90,33.64955537952483,73.02792490459979
909,2018-12-10,09:53:42,6384.37,925,89,33.6495671980083,73.02786958403885
910,2018-12-10,09:53:50,6389.17,916,89,33.64954020828009,73.02787804976106
911,2018-12-10,09:53:55,6389.31,984,89,33.649591002613306,73.02784150466323
912,2018-12-10,09:54:06,6404.81,1109,86,33.64947424270213,73.02793303504586
913,2018-12-10,09:54:15,6415.37,1199,83,33.64940349943936,73.02798852324486
914,2018-12-10,09:54:18,6418.49,1190,83,33.64938438870013,73.02801341749728
915,2018-12-10,09:54:25,6420.52,1167,80,33.64940534345806,73.02797628566623
916,2018-12-10,09:54:32,6423.98,1105,79,33.6494273878634,73.02797343581915
917,2018-12-10,09:54:33,6424.87,1103,79,33.64942939952016,73.02798408083618
918,2018-12-10,09:54:39,6429.62,1081,79,33.64940391853452,73.02802314050496
919,2018-12-10,09:54:41,6429.97,1105,79,33.649418922141194,73.02799849770963
920,2018-12-10,09:54:46,6435.0,1228,79,33.64942068234086,73.027986260131
921,2018-12-10,09:54:47,6436.36,1233,79,33.64942747168243,73.02800009027123
922,2018-12-10,09:54:48,6437.9,1239,78,33.649415569379926,73.02800855599344
923,2018-12-10,09:54:53,6441.74,1207,80,33.64938782528043,73.02802138030529
924,2018-12-10,09:54:58,6442.7,1144,85,33.64939880557358,73.02803261205554
925,2018-12-10,09:54:59,6442.7,1137,85,33.649403834715486,73.02802691236138
926,2018-12-10,09:55:00,6443.46,1130,85,33.649398386478424,73.02803236059844
927,2018-12-10,09:55:03,6446.71,1141,88,33.6494168266654,73.02801115438342
928,2018-12-10,09:55:06,6450.97,1164,85,33.649448761716485,73.02797955460846
929,2018-12-10,09:55:10,6453.51,1125,88,33.649463346228,73.02795675583184
930,2018-12-10,09:55:11,6453.79,1109,87,33.649465441703796,73.02795457653701
931,2018-12-10,09:55:13,6454.62,1084,84,33.649473655968904,73.02795222960413
932,2018-12-10,09:55:16,6455.65,1046,86,33.64946954883635,73.02795751020312
933,2018-12-10,09:55:17,6456.15,1039,83,33.649464854970574,73.027962455526
934,2018-12-10,09:55:20,6457.57,1007,82,33.64945286884904,73.0279688257724
935,2018-12-10,09:55:22,6458.07,979,83,33.64945136010647,73.0279741063714
936,2018-12-10,09:55:30,6459.24,898,80,33.64942294545472,73.02797519601882
937,2018-12-10,09:55:35,6465.99,954,80,33.64938732236624,73.02804258652031
938,2018-12-10,09:55:36,6466.51,949,80,33.64939377643168,73.02804233506322
939,2018-12-10,09:55:45,6471.54,943,81,33.64944473840296,73.02799112163484
940,2018-12-10,09:55:48,6474.42,946,83,33.649464938789606,73.02797050215304
941,2018-12-10,09:55:51,6474.58,920,87,33.649453623220325,73.02796463482082
942,2018-12-10,09:55:52,6474.58,912,94,33.649449264630675,73.02796673029661
943,2018-12-10,09:55:54,6477.42,950,95,33.649416994303465,73.02797737531364
944,2018-12-10,09:55:55,6477.59,935,95,33.649415485560894,73.0279791355133
945,2018-12-10,09:56:24,6490.33,872,83,33.64949201233685,73.02786279469728
946,2018-12-10,09:56:25,6491.06,869,84,33.649498550221324,73.02786195650697
947,2018-12-10,09:56:29,6491.06,870,81,33.64948404952884,73.02789607085288
948,2018-12-10,09:56:43,6495.95,779,84,33.64947491325438,73.02793043665588
